row_kind,id,source_file,source_sections,rule_type,initiator,responder,method,operation_kind,target,condition,accepted_status,preferred_emit,headers,body,effects,normative_strength,summary
global_status,http.status.405,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,405,,"{""Allow"":""required_supported_methods""}",,,defined_behavior,method_not_supported_for_target_uri
global_status,http.status.406,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,406,,,,,defined_behavior,requested_representation_not_available
global_status,http.status.409,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,409,,,,,defined_behavior,create_or_update_conflicts_with_current_resource_state
global_status,http.status.410,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,410,,,,,defined_behavior,resource_permanently_unavailable
global_status,http.status.411,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,411,,,,,defined_behavior,content_length_required
global_status,http.status.412,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,412,,,,,defined_behavior,supplied_precondition_failed
global_status,http.status.413,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,413,,,,,defined_behavior,request_or_multipart_part_exceeds_supported_size
global_status,http.status.415,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,415,,,,,defined_behavior,unsupported_request_content_type
global_status,http.status.428,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,428,,,,,defined_behavior,required_precondition_missing
global_status,http.status.431,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,431,,,,,defined_behavior,request_headers_too_large
global_status,http.status.500,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,500,,,"""required_redfish_error""",,defined_behavior,unexpected_service_failure
global_status,http.status.501,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,501,,,,,defined_behavior,functionality_or_method_not_supported_anywhere
global_status,http.status.503,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,503,,,,,defined_behavior,temporary_overload_initialization_or_maintenance
global_status,http.status.507,contracts/dmtf/dsp0266/1.24.0/global/status-codes.yaml,8.3/Table14,status_catalog,,redfish_service,*,,,,507,,,,,defined_behavior,service_cannot_construct_response_due_to_response_size
rule,global.error.extended-response,contracts/dmtf/dsp0266/1.24.0/global/error-response.yaml,"8.3,8.6",payload_contract,,"""redfish_service""",,,,"{""responseStatusClass"":[""4xx"",""5xx""]}",,,,"{""deterministicIdentity"":{""fields"":[""HTTPStatus"",""MessageId"",""RelatedProperties""]},""extendedInfo"":{""presence"":""recommended"",""processingPriority"":""first"",""property"":""@Message.ExtendedInfo""},""kind"":""redfish_error"",""recommended"":true,""requiredProperties"":[""code"",""message""],""rootProperty"":""error""}",,recommended,extended-error-shape
rule,global.error.no-privileged-auth-details,contracts/dmtf/dsp0266/1.24.0/global/error-response.yaml,8.3,security_invariant,,,,,,"{""authenticationFailure"":true}",,,,,,prohibited,authentication-error-information-boundary
rule,method.post-create.success,contracts/dmtf/dsp0266/1.24.0/methods/post-create.yaml,"7.5.2,7.9,8.3",http_exchange,"""redfish_client""","""redfish_service""","""POST""","""create""","{""kind"":""collection""}",,"one_of:201,202,204",,,,,recommended,generic-post-create-success
rule,method.update-delete.success,contracts/dmtf/dsp0266/1.24.0/methods/update-delete.yaml,7.5.2,http_exchange,"""redfish_client""","""redfish_service""","[""PATCH"",""PUT"",""DELETE""]","""modification""",,,"one_of:200,202,204",,,,,recommended,generic-patch-put-delete-success
rule,method.modification.error-is-atomic,contracts/dmtf/dsp0266/1.24.0/methods/update-delete.yaml,7.5.3,state_invariant,,,,"""modification""",,"{""responseStatusClass"":[""4xx"",""5xx""]}",,,,,,prohibited,modification-error-does-not-change-resource
rule,event.subscription.create.completed,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,"12.1.2,8.3",http_exchange,"""redfish_client""","""redfish_service""","""POST""","""create_subscription""","{""kind"":""collection"",""relation"":""ServiceRoot.EventService.Subscriptions""}","{""outcome"":""success"",""processingState"":""completed""}",exact:201,201,"{""Location"":{""presence"":""required"",""semantic"":""created_subscription_resource_uri""}}","{""presence"":""recommended"",""represents"":""created_subscription"",""schema"":""EventDestination""}","{""historicalEventsDelivered"":false,""resourceCreated"":true,""subscriptionState"":{""from"":""absent"",""to"":""active""}}",required,event-subscription-create-completed
rule,event.subscription.create.body-representation,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,payload_contract,,,,,,"{""ruleRef"":""event.subscription.create.completed""}",,,,"{""presence"":""recommended"",""represents"":""created_subscription"",""schema"":""EventDestination""}",,recommended,event-subscription-create-response-body
rule,event.subscription.create.accepted-async,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,"7.5.2,12.2",http_exchange,"""redfish_client""","""redfish_service""","""POST""","""create_subscription""","{""kind"":""collection"",""relation"":""ServiceRoot.EventService.Subscriptions""}","{""outcome"":""accepted"",""processingState"":""pending""}",exact:202,202,"{""Location"":{""presence"":""required"",""semantic"":""task_monitor_uri""},""Retry-After"":{""presence"":""optional""}}","{""ifPresent"":{""schema"":""Task""},""presence"":""recommended""}","{""subscriptionState"":{""from"":""absent"",""to"":""creating""}}",required,inherited-asynchronous-subscription-create
rule,event.subscription.create.unsupported-parameter,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,"12.1.2,8.3,8.6",http_exchange,"""redfish_client""","""redfish_service""","""POST""","""create_subscription""","{""kind"":""collection"",""relation"":""ServiceRoot.EventService.Subscriptions""}","{""requestBodyContainsUnsupportedParameter"":true}",exact:400,400,,"{""error"":{""codeFormat"":""MessageId"",""extendedInfo"":{""presence"":""recommended"",""property"":""@Message.ExtendedInfo""},""message"":""required"",""selectionPolicy"":""most_specific_registered_message""},""kind"":""redfish_error"",""presence"":""required""}","{""resourceCreated"":false,""subscriptionState"":{""unchanged"":true}}",required,unsupported-subscription-parameter
rule,event.subscription.create.conflicting-body,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,"12.1.2,8.3,8.6",http_exchange,"""redfish_client""","""redfish_service""","""POST""","""create_subscription""","{""kind"":""collection"",""relation"":""ServiceRoot.EventService.Subscriptions""}","{""requestBodyConflicting"":true,""requestBodyContainsUnsupportedParameter"":false}",derived:4xx,,,"{""kind"":""redfish_error"",""presence"":""required""}","{""resourceCreated"":false,""subscriptionState"":{""unchanged"":true}}",required,conflicting-subscription-request-body
rule,event.push.supported-for-event-capable-resources,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,capability,,,,,,"{""resource"":{""canSendEvents"":true}}",,,,,,required,push-eventing-supported-for-event-capable-resources
rule,event.push.requires-active-subscription,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,prohibition,"""redfish_service""","""event_receiver""","""POST""","""deliver_event""","{""relation"":""subscription.Destination""}","{""subscriptionState"":{""notIn"":[""active""]}}",,,,,,prohibited,no-push-without-subscription
rule,event.push.delivery-acknowledgement,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,http_exchange,"""redfish_service""","""event_receiver""","""POST""","""deliver_event""","{""relation"":""subscription.Destination""}","{""subscriptionState"":""active""}",class:2xx,204,,"{""200"":{""presence"":""optional""},""204"":{""presence"":""forbidden""}}",,required,event-receiver-success-acknowledgement
rule,event.push.payload-limit,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,payload_constraint,"""redfish_service""","""event_receiver""","""POST""","""deliver_event""",,"{""payload"":{""format"":""Event""}}",,,,,,prohibited,event-payload-size-limit
rule,event.push.metric-report-payload-exemption,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,payload_constraint,,,,,,"{""payload"":{""format"":""MetricReport""}}",,,,,,defined_behavior,metric-report-payload-limit-exemption
rule,event.subscription.persistent-across-restart,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,lifecycle_invariant,,,,,,"{""subscriptionStateBefore"":""active"",""trigger"":""redfish_service_restart""}",,,,,,required,subscription-persists-across-service-restart
rule,event.subscription.no-historical-replay,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,lifecycle_invariant,,,,,,"{""trigger"":""subscription_becomes_active""}",,,,,,defined_behavior,no-retroactive-events-or-history-retention
rule,event.subscription.delete,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,"12.1.2,7.5.2",http_exchange,"[""redfish_client"",""administrator""]","""redfish_service""","""DELETE""","""delete_subscription""","{""kind"":""resource"",""relation"":""ServiceRoot.EventService.Subscriptions.member""}","{""subscriptionState"":""active""}","one_of:200,202,204",204,,,"{""onAsyncCompletion"":{""subscriptionState"":{""from"":""terminating"",""to"":""terminated""}},""onStatus"":{""200"":{""subscriptionState"":{""from"":""active"",""to"":""terminated""}},""202"":{""subscriptionState"":{""from"":""active"",""to"":""terminating""}},""204"":{""subscriptionState"":{""from"":""active"",""to"":""terminated""}}}}",required,unsubscribe-by-deleting-subscription
rule,event.subscription.request-after-termination,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,http_exchange,"""redfish_client""","""redfish_service""","""*""",,"{""kind"":""resource"",""relation"":""ServiceRoot.EventService.Subscriptions.member""}","{""subscriptionState"":""terminated""}",exact:404,404,,"{""kind"":""redfish_error"",""presence"":""recommended""}","{""subscriptionState"":{""unchanged"":true}}",defined_behavior,terminated-subscription-subsequent-request
rule,event.subscription.service-termination-after-errors,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,lifecycle_transition,,,,,,"{""subscriptionStateBefore"":""active"",""trigger"":""delivery_error_count_exceeds_service_threshold""}",,,,,,permitted,service-may-terminate-after-delivery-errors
rule,event.subscription.termination-last-event,contracts/dmtf/dsp0266/1.24.0/services/eventing.yaml,12.1.2,optional_event,,,,,,"{""trigger"":""service_terminates_subscription""}",,,,,,permitted,subscription-terminated-message-as-last-event
rule,task.operation.accepted,contracts/dmtf/dsp0266/1.24.0/services/task-monitor.yaml,"8.3,12.2",http_exchange,,"""redfish_service""",,,,"{""processingState"":""pending""}",exact:202,202,"{""Location"":{""presence"":""required"",""semantic"":""task_monitor_uri""},""Retry-After"":{""presence"":""optional""}}","{""ifPresent"":{""schema"":""Task""},""presence"":""recommended""}","{""operationState"":""pending""}",required,asynchronous-operation-accepted
rule,task.monitor.pending,contracts/dmtf/dsp0266/1.24.0/services/task-monitor.yaml,12.2,http_exchange,"""redfish_client""","""redfish_service""","""GET""",,"{""kind"":""task_monitor""}","{""processingState"":""pending""}",exact:202,202,"{""Location"":{""presence"":""required"",""semantic"":""task_monitor_uri""}}",,,required,task-monitor-pending-poll
rule,task.monitor.completed,contracts/dmtf/dsp0266/1.24.0/services/task-monitor.yaml,12.2,http_exchange,"""redfish_client""","""redfish_service""","""GET""",,"{""kind"":""task_monitor""}","{""processingState"":""completed""}",,,,,,required,task-monitor-completed-replays-initial-response
rule,task.monitor.expired,contracts/dmtf/dsp0266/1.24.0/services/task-monitor.yaml,12.2,http_exchange,"""redfish_client""","""redfish_service""","""GET""",,"{""kind"":""task_monitor""}","{""monitorRetained"":false,""processingState"":""completed""}","one_of:404,410",,,,,permitted,completed-task-monitor-no-longer-retained
